21796388,https://en.wikipedia.org/wiki?curid=21796388,Airbag (disambiguation),Airbag is a device designed to inflate rapidly in a collision.          Airbag may also refer to:,[]
38614423,https://en.wikipedia.org/wiki?curid=38614423,Terminalia,"Terminalia was an ancient Roman festival in honour of the god Terminus, who presided over boundaries. His statue was merely a stone or post stuck in the ground to distinguish between properties. His worship is said to have been instituted by Numa who ordered that every one should mark the boundaries of his landed property by stones to be consecrated to Jupiter Terminalis, and at which every year sacrifices were to be offered at the festival of the Terminalia. On the festival the two owners of adjacent property crowned the statue with garlands and raised a crude altar, on which they offered up some corn, honeycombs, and wine, and sacrificed a lamb or a suckling pig. They concluded with singing the praises of the god. The public festival in honour of this god was celebrated at the sixth milestone on the road towards Laurentum doubtless because this was originally the extent of the Roman territory in that direction.          The festival of the Terminalia was celebrated VII. ""Kal. Mart."", or the 23d of February on the day before the Regifugium. The Terminalia was celebrated on the last day of the old Roman year, whence some derive its name. We know that February was the last month of the Roman year, and that when the intercalary month Mercedonius was added, the last five days of February were added to the intercalary month, making the 23d of February the last day of the year. When Cicero in a letter to Atticus says, ""Accepi tuas litteras a. d. V. Terminalia"" (i.e. Feb. 19), he uses this strange mode of defining a date, because being then in Cilicia he did not know whether any intercalation had been inserted that year.          The central Terminus of Rome (to which all roads led) was the god's ancient shrine on the Capitoline Hill. The temple of Jupiter, king of the gods, had to be built around it (with a hole in the ceiling as Terminus demanded open-air sacrifices) by the city's last king, Tarquinius Superbus, who had closed down other shrines on the site to make room for this prestigious project. But the augurs had read into the flight patterns of birds that the god Terminus refused to be moved, which was taken as a sign of stability for the city.","['Ancient Roman festivals', 'February observances']"
28611130,https://en.wikipedia.org/wiki?curid=28611130,Hammond Packing Plant,"The Hammond Packing Plant was a division of the G.H. Hammond Company, Limited located at South 36th and O Streets in South Omaha, Nebraska.          The plant was opened in the 1880s and closed in 1901, when it was bought by the Armour Company for $5,000,000. In 1905 the National Packing Company bought the plant to reopen it. National was later busted by the federal government in the ""Beef Trust"" conspiracy. There were a number of riots and civil unrest that originated or included events at the Cudahy Packing Plant.","['Former buildings and structures in Omaha, Nebraska', 'Meatpacking industry in Omaha, Nebraska', 'History of South Omaha, Nebraska', '1901 disestablishments in Nebraska', '1880s establishments in Nebraska']"
44634036,https://en.wikipedia.org/wiki?curid=44634036,2009 in New Zealand television,"This is a list of New Zealand television events and premieres which occurred, or are scheduled to occur, in 2009, the 49th year of continuous operation of television in New Zealand.          Criteria for inclusion in the following list is that New Zealand premiere episodes will air in New Zealand for the first time on the new network. This includes when a program is moved from a free-to-air network's primary channel to a digital multi-channel, as well as when a program moves between subscription television channels – provided the preceding criteria is met. Ended television series which change networks for repeat broadcasts are not included in the list.          This is a list of programmes which made their premiere on New Zealand free-to-air television that had previously premiered on New Zealand subscription television. Programs may still air on the original subscription television network.          This is a list of programmes which made their premiere on New Zealand subscription television that had previously premiered on New Zealand free-to-air television. Programmes may still air on the original free-to-air television network.",['2009 in New Zealand television']
1169169,https://en.wikipedia.org/wiki?curid=1169169,Bicinium,"In music of the Renaissance and early Baroque eras, a bicinium (pl. bicinia) was a composition for only two parts, especially one for the purpose of teaching counterpoint or singing.          The term has had two usages in music history:          The term was first used in Poland, by Jan z Lublina in a treatise of 1540. Volumes of bicinia were published in the next several decades in Germany, the Low Countries, and even in Italy, as the usefulness of bicinia as teaching aids became apparent. In addition, Martin Luther had strongly expressed that children should learn both music, and the psalms: bicinia with German texts from the Psalms fulfilled his purpose.          Students could be expected to master singing a single part in a duet more easily than a part in a larger ensemble. Usually a bicinium was designed to be sung or played by students of the same age and ability, rather than for a single student and a teacher.          This model of moving from two-part study, writing, and singing to three parts and then more was adopted by Heinrich Glarean in his ""Dodecachordon"" (1547), one of the most influential music theory and pedagogy treatises of the Renaissance.          In a similar manner, present-day music students typically learn counterpoint first by writing in two parts, and then later in three, only moving to four or more parts after mastering the earlier stages.          A similar pedagogical composition for three voices is known as a tricinium (pl. tricinia).","['Renaissance music', 'Baroque music', 'European music', 'Music education']"
6494456,https://en.wikipedia.org/wiki?curid=6494456,Lillian Smith (author),"Lillian Eugenia Smith (December 12, 1897 – September 28, 1966) was a writer and social critic of the Southern United States, known most prominently for her best-selling novel ""Strange Fruit"" (1944). A white woman who openly embraced controversial positions on matters of race and gender equality, she was a southern liberal unafraid to criticize segregation and work toward the dismantling of Jim Crow laws, at a time when such actions virtually guaranteed social ostracism.          Smith was born on December 12, 1897, to a prominent family in Jasper, Florida, the seventh of nine children. Her life as the daughter of a middle-class civic and business leader took an abrupt turn in 1915 when her father lost his turpentine mills. The family was not without resources, however, and decided to relocate to their summer residence in the mountains of Clayton, Georgia, where her father had previously purchased property and operated the Laurel Falls Camp for Girls.          Now a young adult financially on her own, she was free to pursue her love of music and teaching for the next five years. She spent a year studying at Piedmont College in Demorest, Georgia (1915–1916). She also had two stints at the Peabody Conservatory in Baltimore in 1917 and 1919. She returned home and helped her parents manage a hotel and taught in two mountain schools before accepting a position to be director of music at a Methodist school for girls in Huzhou, (now Wuxing, Zhejiang), China. She was not a churchgoer and did not consider herself religious.          Her time in China was limited, however, by problems back home. Her father's health was declining and she was forced to return home to the States in 1925. Back in Georgia, she assumed the role of heading the Laurel Falls Camp, a position she would hold for the next twenty three years (1925–48). Laurel Falls Camp soon became very popular as an innovative educational institution known for its instruction in the arts, music, drama, and modern psychology. Her father died in 1930, and she was left with responsibility for the family business and the care of her ill mother. It was this period of creative control over the camp, her ability to use it as a place to discuss modern social issues, combined with the pressures of caring for her ailing parents that made her turn to writing as an emotional escape.          Lillian Smith soon formed a lifelong relationship with one of the camp's school counselors, Paula Snelling, of Pinehurst, Georgia. The two remained closeted as a same-sex couple for the rest of their lives, as their correspondence has shown. The couple began publishing a small, quarterly literary magazine, ""Pseudopodia"", in 1936. The magazine encouraged writers, black or white, to offer honest assessments of modern southern life, to challenge for social and economic reform, and it criticized those who ignored the Old South's poverty and injustices. It quickly gained regional fame as a forum for liberal thought, undergoing two name changes to reflect its expanding scope. In 1937 it became the ""North Georgia Review"", and in 1942 finally settling with ""South Today"".          In 1944 she published the bestselling novel ""Strange Fruit"", which dealt with the then-forbidden and controversial theme of interracial romance. The title was originally ""Jordan is so Chilly"", with Smith later changing the title to ""Strange Fruit"". In her autobiography, singer Billie Holiday wrote that Smith chose to name the book after her song ""Strange Fruit"", which was about the lynching and racism against African-Americans, although Smith maintained that the book's title referred to the ""damaged, twisted people (both black and white) who are the products or results of our racist culture."" After the book's release, the book was banned in Boston and Detroit for ""lewdness"" and crude language. ""Strange Fruit"" was also banned from being mailed through the U.S. Postal Service, with the ban against the book being lifted by President Roosevelt after his wife Eleanor Roosevelt requested it of him.          In 1949, Smith kept up her personal assault on racism with ""Killers of the Dream"", a collection of essays that attempted to identify, challenge and dismantle the Old South's racist traditions, customs and beliefs, warning that segregation corrupted the soul. She also emphasized the negative implications on the minds of women and children. Written in a confessional and autobiographical style that was highly critical of southern moderates, it met with something of a cruel silence from book critics and the literary community.          In 1955, the civil rights movement grabbed the entire nation's attention with the Montgomery bus boycott. By this time she had been meeting or corresponding with many southern blacks and liberal whites for years and was well aware of blacks' concerns. In response to Brown v. Board of Education, the ruling that outlawed segregation in schools, she wrote ""Now Is the Time"" (1955), calling for compliance with the new court decision. She called the new ruling ""every child's Magna Carta"".          Smith battled breast cancer from the early 1950s on and died on September 28, 1966, at the age of 68. Her book ""The Journey"" (1954) details some of this battle.          Today, ""Strange Fruit"" remains her most famous work, translated into fifteen languages, but many of her works, like ""Killers of the Dream"", are being rediscovered and given their due as groundbreaking in both style and substance. She no doubt deserves recognition as one of the first prominent Southern whites to write about and speak out openly against racism and segregation. Her lifelong convictions are summed up in her acceptance speech for the Charles S. Johnson Award at Fisk University in 1966: ""Segregation is evil; there is no pattern of life which can dehumanize men as can the way of segregation.""          Since 1968, the Lillian Smith Book Awards have been presented annually, except for 2003 when the Southern Regional Council experienced funding shortfalls. It is the South's oldest and best-known book award, and is presented in fiction and non-fiction categories. It is meant to honor those authors who, through their outstanding writing about the American South, carry on Smith's legacy of elucidating the condition of racial and social inequity and proposing a vision of justice and human understanding.          ""Strange Fruit"" (1944)          ""Killers of the Dream"" (1949)          ""The Journey ""(1954)          ""Now Is the Time ""(1955)          ""One Hour"" (1959), an attack on McCarthyism in the form of a novel          ""Memory of a Large Christmas"" (1962)          ""Our Faces, Our Words"" (1964), an ode to the non-violent resistance of the civil rights movement          ""The Winner Names the Age: A Collection of Writings"" (1978)          ""How Am I to be Heard?: Letters of Lillian Smith"" (1993)          ""A Lillian Smith Reader"" (2016)           2. Louise Blackwell and Frances Clay. ""Lillian Smith"". New York: Twayne Publishers, Inc. 1971.","['Activists for African-American civil rights', 'American essayists', 'American women novelists', 'Writers from Florida', 'LGBT novelists', 'LGBT writers from the United States', 'Deaths from breast cancer', 'Peabody Institute alumni', 'People from Hamilton County, Florida', 'People from Clayton, Georgia', 'Writers from Georgia (U.S. state)', '20th-century American novelists', '1897 births', '1966 deaths', 'Women essayists', 'Social critics', '20th-century women writers', 'Piedmont College alumni']"
548248,https://en.wikipedia.org/wiki?curid=548248,"Albrecht, Duke of Württemberg","Albrecht, Duke of Württemberg or ""Albrecht Herzog von Württemberg"" (""Albrecht Maria Alexander Philipp Joseph von Württemberg"", 23 December 1865 – 31 October 1939) was an important German military leader in World War I and head of the Royal House of Württemberg from 1921 to his death.          Duke Albrecht was born in Vienna as the eldest child of Duke Philipp of Württemberg and his wife Archduchess Maria Theresa of Austria, daughter of Archduke Albert, Duke of Teschen.          At the start of World War I, Duke Albrecht commanded the German 4th Army and led them to victory in the Battle of the Ardennes in August 1914. Following this victory, the 4th Army saw action in the First Battle of the Marne before being transferred to Flanders in October, where Duke Albrecht commanded them during the Battle of the Yser. Duke Albrecht also commanded the German forces during the Second Battle of Ypres, where poison gas was used on a large scale for the first time.          Duke Albrecht was awarded the Pour le Mérite in August 1915 and was promoted to Generalfeldmarschall in August 1916. The newly formed Army Group Albrecht was placed under his command in February 1917 and he was responsible for the southern sector of the Western Front until the Armistice.          Duke Albrecht had become heir presumptive to the Kingdom of Württemberg following the death of his father in October 1917, but, following the German Empire's World War I defeat and the abdication of his cousin King Willhelm II of Württemberg following the German Revolution, he never succeeded to the throne. He became head of the House of Württemberg on the death of Wilhelm on October 2, 1921.          Duke Albrecht died at Altshausen Castle on October 29, 1939. His son Duke Philipp Albrecht succeeded him as head of the House of Württemberg.           Duke Albrecht was married in Vienna on 24 January 1893 to Archduchess Margarete Sophie of Austria, a daughter of Archduke Carl Ludwig. They had seven children:","['1865 births', '1939 deaths', 'People from Vienna', 'German Roman Catholics', 'Dukes of W\xc3\xbcrttemberg', 'Field marshals of Prussia', 'German military personnel of World War I', 'Pretenders to the throne of W\xc3\xbcrttemberg', 'Grand Crosses of the Military Order of Max Joseph', 'Knights of the Golden Fleece', 'Recipients of the Pour le M\xc3\xa9rite (military class)', 'Recipients of the Military Merit Cross (Mecklenburg-Schwerin), 1st class', 'Members of the W\xc3\xbcrttembergian Chamber of Lords', 'Military personnel of W\xc3\xbcrttemberg', 'Grand Crosses of the Military Merit Order (W\xc3\xbcrttemberg)']"
1885219,https://en.wikipedia.org/wiki?curid=1885219,4th Panzer Division (Wehrmacht),"The 4th Panzer Division () was an armoured division in the German Army, the Wehrmacht, during World War II, established in 1938.          It participated in the 1939 invasion of Poland, the 1940 invasion of France, and the 1941 invasion of the Soviet Union. It remained on the Eastern Front, mainly under Army Group Centre, until it was trapped on the coast at Courland in the summer of 1944. It was evacuated by sea and returned to the main front in West Prussia in January 1945. It surrendered to the Soviets there at the end of the war.           During the Polish campaign, the division engaged in a series of massacres against the civilian population and POW's.          The 4th Panzer Division was formed in Würzburg, Bavaria, on 10 November 1938 as the first of a second wave of new armoured divisions in Germany following the creation of the original three tank divisions in 1935. Alongside the 4th Panzer Division the 5th was formed at Oppeln, now Opole in Poland, five days later.          Würzburg had previously been the garrison town for the 2nd Panzer Division which had moved its head quarters to Vienna after the ""Anschluss"" of Austria in March 1938.          At the beginning of the Invasion of Poland (1939), the division was one of the first to cross the border in the operational area of Army Group South. Equipped with roughly 341 tanks, including 183 Panzer I, 130 Panzer II, 12 Panzer IV and 16 PzBef. The division lacked some infantry and anti-tank units. Polish historian Mieczysław Bielski wrote that immediately after entering Polish territory, on 1 September, the division used civilians as human shields during the battle of Mokra. During that battle the division was fighting the Polish Volhynian Cavalry Brigade under Colonel Julian Filipowicz. According to the Polish historians Kazimierz Leszczyński and Janusz Gumkowski, a Polish aircraft was shot down on 3 September and its crew taken prisoner. One of its passengers was brutally interrogated, tortured (German soldiers cut off his nose, ears and tongue) and then executed by personnel of the 4th Division.          After supporting 1st Panzer, the division took part in the break-through of the Polish lines near Kłobuck, the Poles withdrew. Three days later, the 4th Panzer Division continued its move towards Warsaw. It reached the Polish capital on 8 September and tried to take the city by surprise. At 17.00, the forces of the 4th Panzer Division supported by the 31st Infantry Division attempted an assault on Warsaw's western borough of Ochota. The assault was repulsed and the German forces suffered heavy casualties. The following day, the division was reinforced with artillery and the Leibstandarte Adolf Hitler motorised infantry regiment, and began another assault towards Ochota and Wola. Well-placed Polish anti-tank guns and barricades erected on main streets repulsed this assault. On several occasions, the lack of armament on the Polish side was made up for by ingenuity. One of the streets leading towards the city centre was covered with turpentine from a nearby factory. When German tanks approached, the liquid was set on fire, and the tanks were destroyed without a shot being fired. The German forces suffered heavy casualties and had to retreat. After the failed assault on Warsaw, 4th Panzer Division was withdrawn westward and took part in the Battle of the Bzura, where it supported a German counter-attack.          Polish-Jewish historian, Szymon Datner, stated that on 18 September, in the village of Śladów, units of the 4th Panzer Division shot or drowned 252 prisoners of war and 106 civilians in the Vistula.          After that it was withdrawn to the Niederrhein.          During the Battle of France in 1940, the division came under the command of Erich Hoepner's XVI Panzer Corps, part of von Kleist's Panzer Group in the 6th Army commanded by Walther von Reichenau. After a blitzkrieg assault through Liege and Charleroi, it reached the area of Bethune, where it fought against the British Expeditionary Force in what became known as the battle of Dunkirk. However, due to Adolf Hitler's orders, it did not manage to capture Dunkirk itself. In early June 1940, the division managed to cross a large part of France in several days. By the time that the cease fire was signed, it had reached Grenoble almost unopposed. After several months of occupation duty in France, in late November, the 4th Division was withdrawn to Würzburg, where it was reorganized and reinforced. The 36th Panzer Regiment was detached and assigned to the newly formed 14th Panzer Division, while the 103rd Artillery Regiment was reinforced with a third battalion.          The division was moved to East Prussia and then to the area of Brześć Litewski in occupied Poland, where it was assigned to the XXIV Panzer Corps under Geyr von Schweppenburg. On 22 June 1941, it took part in the opening stages of Operation Barbarossa, the German invasion of the Soviet Union. During the first day, the division managed to drive a wedge into the Soviet positions and reached Kobryń some 65 kilometres behind the lines. The division then spearheaded one of the pincer moves to surround and destroy a large Soviet force in the battle of Minsk, where the German army took approximately 300,000 prisoners. After the battle of Homel it reached Kiev, where it fought against another pocket of resistance.          In September 1941, the division was attached to Army Group Centre, which was preparing to take part in the battle of Moscow. The assault started on 30 September 1941, the division captured Orel in early October but was ambushed on the road to Mtsensk by 1st Guards Rifle Corps on the 6th of that month. Attempts by the outclassed Panzers to maneuver round the Soviet flanks were defeated with heavy loss as the soviet T-34s savaged the underarmored Mark IV tanks, reducing much of the divisional armor to burned out, smoking wreckage by end of day. The advance resumed with growing loss and in late October Heinz Guderian concentrated most of the 2nd Panzer groups' remaining tanks into a single brigade under the 4th Panzer division, the spearhead of the XXIV Panzer Corps. By mid-November it was down to 50 tanks but still ground on reaching Tula, as the southern arm of a pincer which tried to surround the Soviet capital. The Germans formations were paralysed when the autumn rains set in, turning the only road to Tula into a stretch of mud. Bogged down German tanks were attacked by Soviet aircraft. With the onset of frost in early November, the Germans could use the roads again, but faced the problem of not being equipped for winter warfare. Warm clothing and white camouflage suits were lacking, and tanks and other vehicles were immobilised as temperatures dropped below freezing.          On 5 December, the division was withdrawn and ordered to defend a stretch of front near Moscow against a . In a series of retreats, the division lost almost all of its tanks. A month later it had only 25 machines still operational. It withdrew to the Orel area, where the thaw halted the Soviet counter-offensive and the unit could be partially reinforced. Throughout 1942 it fought in the battle of Orel, a series of almost World War I-like skirmishes, assaults and counter-assaults. It took part in the failed battle of Kursk, after which it withdrew to the area along the Desna River. After a series of Soviet advances, the front line was finally stabilized near Bobruysk, where the division spent the winter of 1943–1944.          In the spring of 1944, the division moved to the area of Kowel in occupied Poland, where it was to support Army Group South during the expected Soviet spring offensive. However, Operation Bagration, (started on 22 June 1944), was aimed at Army Group Centre and the division retreated with the rest of the German army. Assigned to the XXXIX Panzer Corps under Gen. Karl Decker, the division withdrew to the area of Warsaw, where the Soviet advance ran out of momentum at the end of July. The 4th Panzer Division took part in the Battle of Radzymin (also known as the Battle of Wołomin) and on 2 August 1944, alongside the 19th Panzer Division, threw the Soviet III Tank Corps back to Wolomin. The Soviet Tank Corps suffered heavy losses and their advance halted.          The division was then transported to northern Lithuania, where it was to support Army Group North. It was attached to the 3rd Panzer Army. The Soviet advance cut the German army group in two and the division was mostly dispersed. Some of its sub-units were cut off from the rest of German-held territory, along with the 16th and 18th Armies, in Livonia on the Courland Peninsula, where they supported the defense until the end of the war. Other units were attached to smaller, often improvised formations. They were destroyed by the Soviet offensive of April–May 1945.          The commanders of the division:          The organisation of the division:","['German panzer divisions', 'Nazi war crimes', 'Military units and formations established in 1938', 'Military units and formations disestablished in 1945']"
50679870,https://en.wikipedia.org/wiki?curid=50679870,Xavier Lamar Truesdell,"Xavier Lamar Truesdell (born October 30, 1985 in Chicago, Illinois) also known as XL is an American actor, model, radio personality, singer, and songwriter. Truesdell made his debut on the pilot episode of the television drama series Las Vegas (TV series) (2003). In 2008, he was the lead model in a national campaign for Toyota.           Truesdell is also known for his numerous appearances on MTV reality shows, like Parental Control, Punk'd and the game show Identity, which was hosted by Penn Jillette. He also appeared in hit films such as Miss Congeniality 2 (2005) and Star Trek Into Darkness (2013).          Xavier Lamar Truesdell was born on October 30, 1985 in Chicago, Illinois. Truesdell started modeling in high school after being discovered by Toni Shelton. At 17 years of age, he moved to Las Vegas, Nevada booking his first feature role on the pilot episode of the Las Vegas (TV series), and the comedy film Miss Congeniality 2. In that same year, Truesdell was also featured in a Michael Jackson’s music video, One More Chance. This music video was halted during production and was never completed due to troubles with Jackson. Later that year, Truesdell played the role of Master Flo's (Coolio's) outargue in Three Days to Vegas.          In 2006, Truesdell moved to Los Angeles and appeared on MTV shows such as Parental Control, Next, Celebrity Exposed, Wild N' Out, and Punk'd, which landed him on MTV'S Most Eligible Bachelors list. Over time, Truesdell has starred in many commercials and modeling campaigns for brands like Pepsi, KFC, Adidas, Nike, Toyota, Hanes, Volkswagen, Mediacom, etc. In 2012, he was featured in Lady Gaga's Fame fragrance campaign, which was directed by Steven Klein. Truesdell also appeared on Rizzoli & Isles (2010) where he was featured as a snake charmer. In 2013, he did stunt work and played the role of a U.S.S. Enterprise security guard in the blockbuster hit ""Star Trek Into Darkness"" which grossed over 400 million dollars worldwide. In 2011, Truesdell was known by his initials XL writing and co-producing his debut EP ""Dance All Night"" together with Dem Jointz. In 2014, Truesdell became a music director and on-air personality for KOTM-FM aka Tom-FM hosting ""The Morning Show"", broadcasting in South East Iowa and Northern Missouri. He interviewed famous personalities, for example The Broadway Boys, Max-D driver Morgan Kane, Tom Arnold and Dustin Lynch. In 2015, Truesdell made appearances in music videos by Jordin Sparks, Christian Rich and Big Sean. His most recent feature is a music video for Third Eye which is part of The Odyssey, a film directed by Vincent Haycock for Florence and The Machine.","['1985 births', 'Living people', 'African-American male singers', 'African-American singer-songwriters', 'African-American male actors', 'American rhythm and blues singer-songwriters', '21st-century American male actors', '21st-century American singers', 'Participants in American reality television series', 'African-American male models', 'Male actors from Chicago, Illinois', 'Singers from Chicago, Illinois']"
25825629,https://en.wikipedia.org/wiki?curid=25825629,G. Kishan Reddy,"G. Kishan Reddy (born 15 May 1964) is the state Bharatiya Janata Party president of Telangana, India. He is a member of the Bharatiya Janata Party (BJP). He is the member of the legislative assembly representing Amberpet assembly segment and is the floor leader of the BJP in the state legislature after state assembly elections 2009 and gave it up after being elected as the state BJP president of erstwhile Andhra Pradesh.          He was born in Timmapur village in Rangareddy district to Swamy Reddy and Andalamma. He did a Diploma in Tool Design from CITD.          Reddy started his career as a youth leader in 1987.          He was elected as an MLA from Himayatnagar constituency in 2004 and was elected again in 2009&2014 to Amberpet assembly constituency with a majority of over 27,000 votes. He was unanimously elected as the Telangana BJP president succeeding Bandaru Dattatreya.","['Bharatiya Janata Party politicians', 'Bharatiya Janata Party politicians from Telangana', 'People from Telangana', 'Telangana politicians', 'Telugu politicians', 'Living people', '1964 births', 'Members of the Andhra Pradesh Legislature, 2004\xe2\x80\x9309', 'Andhra Pradesh MLAs 2009\xe2\x80\x9314', 'Telangana MLAs 2014\xe2\x80\x93']"
4716261,https://en.wikipedia.org/wiki?curid=4716261,Pagoclone,"Pagoclone is an anxiolytic drug from the cyclopyrrolone family, related to better-known drugs such as the sleeping medication zopiclone. It was synthesized by a French team working for Rhone-Poulenc & Rorer S.A. It is one of a relatively recently developed class of medicines known as the nonbenzodiazepines, which have similar effects to the older benzodiazepine group, but with quite different chemical structures.          Pagoclone was originally developed as an anti-anxiety drug, but never commercialised. It is a partial agonist acting at GABA receptors in the brain. In contrast to zopiclone, pagoclone produces anxiolytic effects with little or no sedative or amnestic actions at low doses. This is because pagoclone is a subtype-selective drug which binds primarily to the α/α subtypes of the GABA receptor which are responsible for the anti-anxiety effects of drugs of this kind, but has relatively little efficacy at the α subtype which produces the sedative and memory loss effects.          Prof. David Nutt has suggested pagoclone as a possible base from which to make a better social drug, as it produces the positive effects of alcohol, such as relaxation and sociability, but without also causing the negative effects like aggression, amnesia, nausea, loss of coordination and liver damage. Its effect can be quickly reversed by the action of flumazenil, which is already used as an antidote to benzodiazepine overdose.          Nutt has published studies praising the potential of pagoclone which were financed by Indevus which holds the patents to the pharmaceutical and is, as of Spring 2006, seeking funding for a possible production of the compound. The significance of this is undetermined, but the long-term safety of pagoclone has not been assessed. The abuse potential of pagoclone has been assessed as being similar to, or slightly less than that of diazepam and it would also be expected to be somewhat safer due to its relatively weaker sedative effects, but development of pagoclone as a commercial drug would still be unlikely due to concerns about abuse.          Pagoclone is also being trialed as a drug to improve a stammerer's speech fluency.          Pagoclone and pazinaclone are both isoindolone          Reaction of 2-Amino-7-chloro-1,8-naphthyridine with phthalic anhydride leads to the corresponding phthalimide. Selective reduction of one of the imide carbonyl groups give the corresponding alcohol. Reaction with the carbanion from Ethyl 5-methyl-3-oxohexanoate leads to the product from the displacement of the hydroxyl group; 'this too may proceed via the acrylate obtained from aldol reaction of the ring opened imidal'.","['Anxiolytics', 'Chloroarenes', 'Cyclopyrrolones', 'GABAA receptor positive allosteric modulators', 'Isoindolines', 'Ketones', 'Lactams', 'Naphthyridines']"
31768684,https://en.wikipedia.org/wiki?curid=31768684,List of The Local AccuWeather Channel affiliates,"The following is a list of current and former affiliated stations of The Local AccuWeather Channel.          The Local AccuWeather Channel is a 24-hour, weather-oriented, commercially sponsored broadcast and cable television network in the United States owned and operated by AccuWeather, Inc., which is headquartered in State College, Pennsylvania.          The service provides weather-related content to television affiliates for broadcast on cable, digital subchannels, and digital cable by certain broadcast television affiliates in the United States.          Because some stations also offer the Local AccuWeather Channel via live streaming video on their websites, the Local AccuWeather Channel should not be confused with the new online-only, streaming weather channel announced by AccuWeather and the Fox Owned Stations in May 2012.","['Lists of American television network affiliates', 'Local AccuWeather Channel affiliates']"
2580920,https://en.wikipedia.org/wiki?curid=2580920,Abramov,"Abramov (male) and Abramova (female) (the form Abramoff is also used among emigrants) are old Russian surnames originated around the XVI century. Variations of the former calendar name Avraam. The surname was common among all social estates and covered the whole territory of the Russian Empire. Sometimes it derived from patronymic. It was also adapted by Jews following the Partitions of Poland and usually meant ""the son of Abram"". As it is not allowed to share the same name as a living father, a son whose father was named Abraham would be called Abram as a stand-in for Abraham.          People with the surname Abramov:          People with the surname Abramova:          People with the surname Abramoff:          Other:","['Russian-language surnames', 'Russian surnames', 'Jewish surnames']"
37949793,https://en.wikipedia.org/wiki?curid=37949793,Sebastian Bach Mills,"Sebastian Bach Mills (13 March 1839 – 21 December 1898) was a noted English pianist, composer and piano instructor who made his concert career in the United States and gave the first American performances of many important works.          Born in Cirencester, Gloucestershire, Mills received his earliest instruction from his father, who was organist at Gloucester Cathedral. The father was a great admirer of Johann Sebastian Bach, hence the name he gave his firstborn son. In adulthood, Mills simply signed himself ""S.B. Mills."" In spite of the name and his father's vocation, Mills chose piano over the organ. His precocious talent brought him to the attention of the French light music composer Louis-Antoine Jullien, who engaged the ""infant prodigy"" for his earliest concert performances.          Young Mills played at Drury Lane Theatre in London in 1846 at the age of six, performing Czerny’s ""Rondo Brillant on Themes from Preciosa"" and gave a command performance before Queen Victoria at age seven. He studied in England with Cipriani Potter and William Sterndale Bennett and at the Leipzig Conservatory with Louis Plaidy, Carl Czerny, Ignaz Moscheles, Julius Rietz and Moritz Hauptmann. At Leipzig, he met his future wife, Antonia Young, a native of Germany whose family had emigrated to Chicago.          He went to America in 1856 and, after some disappointing initial receptions, was engaged by New York Philharmonic Society music director Carl Bergmann to perform the Schumann ""Piano Concerto in A minor"". Its favorable reception before a largely German-speaking crowd let Bergmann to re-engage Mills for other performances, and the pianist appeared annually with the Philharmonic Society from 1859 to 1877. He also made tours of Germany in 1859, 1867 and 1878. A personal friend of William Steinway, he performed exclusively on Steinway pianos.          Mills retired from active concertizing in 1880 - coincident with the arrival in New York of pianist Rafael Joseffy, who was more often engaged by the New York Philharmonic's new music director, Theodore Thomas to play Mills' repertoire – and he subsequently devoted himself to teaching. Suffering from failing health in his latter years, he moved to Germany at his wife's insistence in April 1898 and died in Wiesbaden on December 21.          These are the earliest known U.S. performances of the works listed unless otherwise noted.","['1839 births', '1898 deaths', 'American pianists', 'American male composers', 'English emigrants to the United States', 'Musicians from New York City', 'People from Cirencester', 'Pupils of Franz Liszt', 'Pupils of Ignaz Moscheles', '19th-century composers', '19th-century American musicians', '19th-century pianists']"
40922730,https://en.wikipedia.org/wiki?curid=40922730,Thomas Peebles,Thomas Peebles may refer to:,[]
45204776,https://en.wikipedia.org/wiki?curid=45204776,La route du bagne,"La route du bagne is a 1945 French film starring Viviane Romance.          It recorded admissions of 2,878,060 in France.","['French films', 'French black-and-white films']"
